Date,Code,Type,System Weight,Jump Height,Avg. Relative Propulsive Force,Peak Relative Propulsive Force,Time To Takeoff,Braking Net Impulse,Relative Peak Landing Force,L|R Peak Landing Force,L|R Avg. Landing Force,mRSI,L|R Avg. Braking Force
4/8/24,BASEB22,Countermovement Jump,795.689,0.3804,260.8395,319.3459,0.545,103.4266,608.7806,11.313,3.5061,0.6979,12.3158
4/4/24,BASEB22,Countermovement Jump,790.194,0.3722,254.4655,310.9363,0.586,92.4204,580.87,46.6231,24.5618,0.6352,19.8974
3/28/24,BASEB22,Countermovement Jump,795.635,0.3482,278.7947,360.3411,0.509,79.3288,806.5256,8.1191,-9.852,0.6841,4.9597
3/26/24,BASEB22,Countermovement Jump,805.203,0.3615,281.5108,362.0205,0.502,92.8564,611.647,-12.5685,-13.5861,0.7201,18.6406
3/21/24,BASEB22,Countermovement Jump,791.855,0.3662,269.3878,305.8641,0.599,89.9617,802.5459,10.2439,-9.6853,0.6113,17.8932
3/19/24,BASEB22,Countermovement Jump,799.781,0.3772,263.058,320.3377,0.617,90.7963,490.5093,10.6296,-12.6521,0.6113,10.8164
3/14/24,BASEB22,Countermovement Jump,784.859,0.3817,268.9924,331.0149,0.541,89.2712,742.5538,1.4756,1.2357,0.7056,6.945
3/14/24,BASEB22,Countermovement Jump,784.796,0.3431,250.545,310.3991,0.586,91.1136,642.9696,-4.8751,4.7052,0.5855,11.7476
3/7/24,BASEB22,Countermovement Jump,792.547,0.3312,277.6616,364.0163,0.582,77.9334,600.4691,10.2753,15.7664,0.569,16.9829
3/6/24,BASEB22,Countermovement Jump,786.648,0.3908,263.4835,321.6178,0.595,89.722,756.7552,1.9318,2.236,0.6568,23.6031
2/29/24,BASEB22,Countermovement Jump,792.041,0.3658,259.0533,318.6704,0.579,93.8332,560.577,2.7477,-16.3046,0.6317,19.15
2/13/24,BASEB22,Countermovement Jump,813.1,0.3479,269.7532,343.0082,0.531,93.9632,603.4928,13.9189,7.5423,0.6552,14.519
2/13/24,BASEB22,Countermovement Jump,813.872,0.3177,259.8919,335.1878,0.51,89.8282,583.0155,15.0685,28.6385,0.623,12.9677
2/8/24,BASEB22,Countermovement Jump,800.466,0.3508,264.8658,333.1809,0.599,88.6969,652.7448,3.9234,11.4935,0.5856,12.9799
2/8/24,BASEB22,Countermovement Jump,801.098,0.3778,259.6207,316.4407,0.548,94.6497,545.3765,-5.5161,-5.498,0.6894,16.8667
2/8/24,BASEB22,Countermovement Jump,802.444,0.3424,248.2213,310.9251,0.718,95.3217,517.6685,16.0809,4.2341,0.4769,19.0557
2/7/24,BASEB22,Countermovement Jump,802.822,0.3771,259.8291,317.6296,0.617,95.0718,704.0166,12.9512,4.1577,0.6112,23.1983
2/7/24,BASEB22,Countermovement Jump,803.697,0.3737,255.671,313.6754,0.714,90.7243,604.2078,20.799,8.8663,0.5234,19.0249
2/7/24,BASEB22,Countermovement Jump,804.465,0.3094,243.4029,311.3871,0.644,79.964,736.1414,1.7899,19.4478,0.4804,15.9394
2/1/24,BASEB22,Countermovement Jump,811.561,0.3705,260.9094,317.5362,0.581,93.6793,620.9022,15.3403,-2.0617,0.6377,12.0599
2/1/24,BASEB22,Countermovement Jump,812.568,0.327,262.3339,332.0337,0.545,84.7228,575.0903,-4.2585,-12.1774,0.6,8.7132
1/30/24,BASEB22,Countermovement Jump,812.44,0.3516,236.8715,286.2981,0.707,88.8197,484.9589,15.5838,-4.1968,0.4973,24.5919
1/30/24,BASEB22,Countermovement Jump,811.388,0.349,245.9847,302.075,0.685,87.3125,482.0135,20.6852,-11.8432,0.5095,22.6044
1/25/24,BASEB22,Countermovement Jump,815.422,0.3576,243.0345,293.7129,0.679,89.6352,531.8718,10.5372,-8.4765,0.5267,28.3276
1/25/24,BASEB22,Countermovement Jump,816.45,0.3117,240.7719,301.5494,0.636,78.9352,599.9143,12.7399,-1.0848,0.4901,21.8376
1/25/24,BASEB22,Countermovement Jump,816.14,0.34,236.9977,291.8617,0.776,91.0621,600.0196,2.1033,-0.5807,0.4382,26.925
1/23/24,BASEB22,Countermovement Jump,814.792,0.3446,243.5992,302.5312,0.779,82.0664,666.6732,-1.7673,-2.4285,0.4423,28.2281
1/23/24,BASEB22,Countermovement Jump,815.25,0.3031,248.2309,319.6565,0.615,72.7115,628.1509,1.6598,5.1603,0.4929,24.2757
1/18/24,BASEB22,Countermovement Jump,830.935,0.3401,230.7046,293.8858,0.664,84.7035,507.6209,42.6743,5.0788,0.5123,33.7038
1/16/24,BASEB22,Countermovement Jump,818.25,0.3771,244.4152,289.5203,0.73,92.4033,526.8561,18.5804,-19.2126,0.5166,22.3243
1/16/24,BASEB22,Countermovement Jump,816.219,0.3332,250.128,314.6214,0.646,69.9838,630.5906,14.0082,-5.1039,0.5157,21.3417
1/15/24,BASEB22,Countermovement Jump,823.08,0.4036,237.2522,271.784,0.743,97.7036,625.5771,16.2556,0.3707,0.5431,16.9288
1/15/24,BASEB22,Countermovement Jump,823.171,0.3898,265.351,325.5703,0.576,87.02,591.4931,14.3972,4.3366,0.6767,20.2984
4/26/24,BASEB23,Countermovement Jump,861.941,0.3445,192.1898,248.8569,0.764,117.459,831.1474,0.4746,15.4017,0.4509,4.905
4/23/24,BASEB23,Countermovement Jump,846.977,0.3632,190.6872,246.9961,0.825,120.1983,636.3809,-8.3859,10.6463,0.4403,-3.5226
4/19/24,BASEB23,Countermovement Jump,849.114,0.3444,189.6874,236.8351,0.77,114.2786,918.2513,1.7314,38.0499,0.4472,2.7634
4/16/24,BASEB23,Countermovement Jump,852.353,0.35,190.7529,236.8737,0.76,124.7524,767.5224,-8.1626,13.7162,0.4606,5.3179
4/11/24,BASEB23,Countermovement Jump,850.406,0.3535,189.392,237.7688,0.808,111.4953,609.0032,-44.5067,-14.3475,0.4375,2.5297
4/8/24,BASEB23,Countermovement Jump,848.035,0.3587,186.4095,227.9387,0.829,138.7037,574.1508,-10.0021,30.3574,0.4327,0.4738
4/4/24,BASEB23,Countermovement Jump,840.429,0.3433,191.22,239.0446,0.79,118.8568,709.2806,5.1166,7.54,0.4346,1.4993
3/28/24,BASEB23,Countermovement Jump,849.581,0.379,197.6904,241.4131,0.756,125.522,668.6826,-3.1861,22.0783,0.5014,-4.5817
3/26/24,BASEB23,Countermovement Jump,860.208,0.3561,197.2804,237.9657,0.762,117.6613,678.0918,8.4519,7.3496,0.4673,0.0713
3/19/24,BASEB23,Countermovement Jump,854.822,0.3633,198.1876,237.1254,0.764,115.1943,807.4196,2.8108,17.9802,0.4755,-1.4506
3/14/24,BASEB23,Countermovement Jump,837.077,0.3488,186.3102,223.7548,0.801,129.2195,778.423,-10.9576,-18.3117,0.4354,-4.0082
3/14/24,BASEB23,Countermovement Jump,838.415,0.34,189.441,230.077,0.781,127.9465,840.7531,-2.1989,24.6815,0.4354,-5.7808
3/7/24,BASEB23,Countermovement Jump,849.627,0.3334,187.4413,229.0417,0.792,124.4362,908.634,0.8031,-1.0675,0.421,-3.0908
3/6/24,BASEB23,Countermovement Jump,852.515,0.3455,191.2339,236.4768,0.782,118.8488,875.4098,2.7469,-23.4045,0.4418,-0.6597
2/29/24,BASEB23,Countermovement Jump,846.028,0.3502,190.1534,241.3632,0.807,108.658,715.461,0.1817,-20.5304,0.4339,-1.5407
2/15/24,BASEB23,Countermovement Jump,845.581,0.3475,200.1965,239.8351,0.74,121.0087,850.4212,1.5992,11.3849,0.4696,5.7607
2/13/24,BASEB23,Countermovement Jump,855.903,0.3513,195.9062,238.4616,0.785,106.5532,820.7706,-2.121,6.2885,0.4475,2.4091
2/13/24,BASEB23,Countermovement Jump,855.736,0.367,205.6944,258.7247,0.726,109.8165,734.5723,-9.1632,0.592,0.5054,1.2301
2/8/24,BASEB23,Countermovement Jump,841.767,0.3649,184.974,223.1021,0.862,129.9497,842.0382,-3.5835,19.4298,0.4233,-1.8571
2/8/24,BASEB23,Countermovement Jump,843.061,0.3527,186.6199,216.1172,0.853,120.8864,844.3043,1.152,-15.1971,0.4135,-1.9073
2/8/24,BASEB23,Countermovement Jump,841.799,0.3611,194.1155,232.1219,0.8,110.7641,911.5003,0.5083,28.6766,0.4513,4.3958
2/1/24,BASEB23,Countermovement Jump,851.251,0.3336,191.3174,222.6135,0.828,118.1986,627.1946,-13.392,-9.1374,0.4029,3.2746
2/1/24,BASEB23,Countermovement Jump,850.571,0.3243,189.1837,220.3226,0.78,117.2172,762.7817,1.6646,8.1255,0.4158,-2.0858
1/30/24,BASEB23,Countermovement Jump,855.893,0.3472,187.8659,232.5057,0.841,127.1783,756.1693,-6.2423,0.2494,0.4129,-3.2337
1/30/24,BASEB23,Countermovement Jump,856.547,0.3567,193.9324,235.0134,0.757,122.6274,674.8024,-17.0242,4.6992,0.4712,1.4186
1/25/24,BASEB23,Countermovement Jump,864.46,0.3497,190.2447,230.7799,0.859,126.2832,853.9435,-2.926,58.1481,0.4071,-2.3919
1/25/24,BASEB23,Countermovement Jump,862.979,0.3545,196.7907,229.5537,0.738,126.7644,809.4056,-14.7888,7.5915,0.4803,1.0016
1/23/24,BASEB23,Countermovement Jump,846.76,0.3934,197.8385,238.6745,0.884,115.7273,809.5564,4.8578,-25.9421,0.445,2.2368
1/23/24,BASEB23,Countermovement Jump,847.766,0.376,199.5022,253.7257,0.816,106.6543,820.6274,-8.61,0.9366,0.4608,0.3252
1/18/24,BASEB23,Countermovement Jump,840.809,0.3198,192.8805,245.1211,0.813,101.6542,627.7288,-6.0629,-8.5976,0.3934,9.7293
1/16/24,BASEB23,Countermovement Jump,841.594,0.3364,191.3724,226.8315,0.794,108.7925,661.8393,4.991,-53.6568,0.4236,0.8501
1/16/24,BASEB23,Countermovement Jump,842.536,0.3349,192.3198,249.7223,0.777,109.2986,592.4969,-30.8894,0.0383,0.431,-1.6958
1/15/24,BASEB23,Countermovement Jump,852.409,0.365,194.2025,229.4673,0.876,118.5164,810.761,1.7798,-39.1641,0.4167,6.4063
4/26/24,BaseB42,Countermovement Jump,825.19,0.5058,201.9665,254.4868,0.847,156.005,757.6437,4.7025,4.6886,0.5972,0.8551
4/26/24,BaseB42,Countermovement Jump,831.047,0.4609,200.6038,231.6355,0.827,146.4077,870.1072,11.6028,-5.6059,0.5573,1.6201
4/23/24,BaseB42,Countermovement Jump,813.633,0.4678,195.5856,241.1407,0.832,153.2736,806.5061,-2.3164,-5.0204,0.5623,-1.8691
4/23/24,BaseB42,Countermovement Jump,813.882,0.4926,201.0522,230.3774,0.86,129.702,702.3131,12.4913,-4.755,0.5728,-1.5912
4/19/24,BaseB42,Countermovement Jump,820.377,0.461,195.0862,232.2103,0.853,134.6215,807.9212,-1.2674,3.7003,0.5405,4.3185
4/19/24,BaseB42,Countermovement Jump,820.017,0.4721,202.9343,227.9221,0.823,133.5201,479.2584,-26.2595,-29.7566,0.5736,2.6855
4/16/24,BaseB42,Countermovement Jump,817.577,0.4928,203.4908,250.9855,0.824,146.1796,675.655,25.4164,8.4127,0.5981,5.935
4/11/24,BaseB42,Countermovement Jump,811.359,0.4961,208.1957,255.4973,0.806,148.3144,846.481,7.1637,-6.1368,0.6155,6.2726
4/8/24,BaseB42,Countermovement Jump,819.934,0.4834,205.1821,254.6546,0.966,148.8461,865.0696,2.9748,2.6567,0.5004,5.8952
4/4/24,BaseB42,Countermovement Jump,821.037,0.5197,212.0213,262.8383,0.773,146.8694,814.7014,5.4268,1.6059,0.6723,2.8352
3/28/24,BaseB42,Countermovement Jump,821.688,0.5096,212.3246,256.0583,0.782,142.8766,670.5708,3.6661,6.1499,0.6516,-5.221
3/26/24,BaseB42,Countermovement Jump,826.624,0.5006,211.7248,249.9323,0.78,141.7249,574.5055,1.4951,-5.9522,0.6417,-2.1316
3/19/24,BaseB42,Countermovement Jump,821.386,0.4978,206.7303,236.6731,0.803,137.7598,803.2764,9.7908,11.8786,0.6199,-3.7021
3/14/24,BaseB42,Countermovement Jump,835.872,0.4817,198.1187,227.5468,0.837,138.8834,750.3541,5.3253,-2.2081,0.5755,-2.6736
3/14/24,BaseB42,Countermovement Jump,835.607,0.4686,199.078,238.5093,0.842,129.2963,585.2033,3.8037,-4.3293,0.5566,-1.3643
3/7/24,BaseB42,Countermovement Jump,829.228,0.5218,216.6675,252.524,0.764,140.0802,762.9988,5.0419,-0.7515,0.683,0.4578
2/29/24,BaseB42,Countermovement Jump,845.999,0.5117,208.2978,263.7119,0.778,161.3187,N/A,N/A,N/A,0.6577,3.3371
2/20/24,BaseB42,Countermovement Jump,853.65,0.4994,200.2607,257.9512,0.807,172.9666,738.5931,8.0095,0.345,0.6188,-0.8364
2/20/24,BaseB42,Countermovement Jump,853.802,0.5002,207.8525,259.3107,0.771,160.8936,875.2615,-1.1107,-5.9663,0.6487,1.6432
2/15/24,BaseB42,Countermovement Jump,851.969,0.497,205.0734,242.2623,0.801,152.2284,800.3812,3.3289,-15.6097,0.6205,2.5291
2/13/24,BaseB42,Countermovement Jump,845.082,0.5058,200.3482,246.3666,0.835,153.2293,748.9214,2.0066,-0.5016,0.6058,1.1956
2/13/24,BaseB42,Countermovement Jump,845.381,0.5053,204.495,242.8491,0.809,154.5089,977.3108,14.4033,5.0453,0.6246,1.5431
2/8/24,BaseB42,Countermovement Jump,849.508,0.5023,196.6555,239.1973,0.852,156.3974,663.3251,16.5927,-7.1794,0.5895,-1.4151
2/8/24,BaseB42,Countermovement Jump,850.131,0.4922,197.7176,242.9037,0.826,159.6148,735.4161,0.4798,-1.0517,0.5959,-3.4562
2/8/24,BaseB42,Countermovement Jump,850.475,0.4856,200.5582,236.4561,0.843,151.5236,745.113,7.5588,8.7773,0.576,-2.6455
2/6/24,BaseB42,Countermovement Jump,842.607,0.495,199.0547,248.3958,0.834,162.2954,718.1284,11.1552,4.7202,0.5935,-1.1191
2/6/24,BaseB42,Countermovement Jump,842.621,0.4926,202.6417,242.3391,0.804,161.8128,939.2123,-4.6247,-4.9374,0.6127,-0.5241
2/6/24,BaseB42,Countermovement Jump,843.035,0.4836,202.9175,235.1029,0.815,143.2089,795.4593,3.9964,-14.4894,0.5934,-2.5196
1/30/24,BaseB42,Countermovement Jump,850.31,0.5065,203.2396,245.9103,0.79,160.6176,879.6792,5.5615,4.6284,0.6412,1.0621
1/30/24,BaseB42,Countermovement Jump,851.737,0.4814,201.6742,237.2798,0.813,153.2024,914.9538,2.4766,-7.9423,0.5921,0.249
1/25/24,BaseB42,Countermovement Jump,861.553,0.5012,197.0262,237.7103,0.86,153.8285,717.7736,-0.2587,12.0583,0.5828,-3.2353
1/25/24,BaseB42,Countermovement Jump,860.913,0.5106,204.2089,238.5839,0.825,156.5811,748.6238,3.6462,-3.0416,0.6189,-2.7915
1/23/24,BaseB42,Countermovement Jump,851.557,0.4948,199.3789,249.0732,0.841,164.656,856.7835,0.7127,15.7982,0.5884,1.0249
1/23/24,BaseB42,Countermovement Jump,851.625,0.4936,200.9917,248.1139,0.817,159.2197,519.9472,-12.7371,-1.5744,0.6042,3.1843
1/18/24,BaseB42,Countermovement Jump,863.364,0.5007,210.4662,235.4743,0.786,152.7569,774.7601,6.4135,35.8883,0.6371,0.3431
1/16/24,BaseB42,Countermovement Jump,853.072,0.4991,202.8161,243.2386,0.794,155.6315,627.028,-8.7306,35.1645,0.6286,1.9066
1/16/24,BaseB42,Countermovement Jump,853.111,0.4908,208.3685,245.9234,0.81,145.9171,630.047,5.7116,7.9567,0.606,2.2472
1/15/24,BaseB42,Countermovement Jump,852.295,0.4963,213.2321,270.0943,0.762,175.4228,858.6229,1.2298,0.0827,0.6513,1.0407
1/15/24,BaseB42,Countermovement Jump,852.993,0.4951,223.1749,271.0456,0.696,166.3559,675.2693,6.2153,6.3352,0.7113,-2.5517
4/26/24,BASEB25,Countermovement Jump,755.868,0.6384,231.2207,265.7871,0.721,129.8943,496.9122,17.3056,4.5013,0.8854,-2.4827
4/23/24,BASEB25,Countermovement Jump,755.327,0.6366,233.3696,272.862,0.719,125.0374,472.643,-42.6891,3.7451,0.8854,1.1534
4/19/24,BASEB25,Countermovement Jump,765.173,0.6369,236.4285,266.2143,0.709,132.7488,495.8356,-54.349,9.9784,0.8983,-3.8773
4/16/24,BASEB25,Countermovement Jump,760.827,0.6246,236.3052,274.3068,0.714,121.2253,483.4213,-32.3545,0.964,0.8747,1.9199
4/11/24,BASEB25,Countermovement Jump,757.172,0.6337,233.3312,263.8766,0.715,129.4001,602.373,-67.3756,-8.5295,0.8863,1.6987
4/8/24,BASEB25,Countermovement Jump,762.606,0.6339,229.1642,262.9143,0.739,130.7694,477.0484,-50.5772,-1.2552,0.8578,-0.5414
4/4/24,BASEB25,Countermovement Jump,763.335,0.6402,233.8937,278.7767,0.714,136.7354,378.7328,-40.0899,-8.8814,0.8967,1.7193
3/28/24,BASEB25,Countermovement Jump,759.782,0.6452,227.8795,260.2062,0.744,132.6247,517.6485,-35.5708,-2.6703,0.8673,-1.4722
3/26/24,BASEB25,Countermovement Jump,762.276,0.6298,233.0375,266.8325,0.712,126.0353,472.2699,-54.9444,4.2244,0.8845,3.2281
3/19/24,BASEB25,Countermovement Jump,759.597,0.6536,227.6755,261.7177,0.758,126.2676,521.4607,-37.2886,1.1193,0.8622,-1.4555
3/14/24,BASEB25,Countermovement Jump,758.968,0.604,209.9866,244.2791,0.831,129.4263,481.3115,-42.1845,-4.5126,0.7268,-2.4361
3/14/24,BASEB25,Countermovement Jump,760.094,0.6289,232.0209,272.9926,0.732,125.3648,474.0203,4.1354,-9.4494,0.8591,-0.4003
3/7/24,BASEB25,Countermovement Jump,770.068,0.6331,227.7998,262.4444,0.749,125.5285,505.9293,-41.3244,-2.1401,0.8452,0.7293
3/5/24,BASEB25,Countermovement Jump,762.065,0.6059,214.7085,253.5217,0.804,125.5903,469.9074,-22.0888,-6.3056,0.7537,-3.9244
3/5/24,BASEB25,Countermovement Jump,763.67,0.6393,226.7086,261.6313,0.761,131.0446,511.6084,-17.3791,15.0984,0.84,-3.2607
2/29/24,BASEB25,Countermovement Jump,764.65,0.6233,229.3116,263.7808,0.744,120.166,572.8111,15.5251,8.858,0.8377,-4.9845
2/27/24,BASEB25,Countermovement Jump,762.717,0.6596,223.8335,268.9071,0.78,127.6153,504.5122,-31.289,-1.1522,0.8457,-2.6546
2/27/24,BASEB25,Countermovement Jump,763.764,0.6487,243.5101,274.8231,0.685,128.6937,419.2395,-18.9881,8.859,0.947,-4.1011
2/20/24,BASEB25,Countermovement Jump,764.6,0.6667,226.5673,282.3699,0.786,132.4545,537.9283,4.7411,-4.5972,0.8482,-3.8383
2/20/24,BASEB25,Countermovement Jump,763.711,0.657,226.9446,262.7957,0.742,140.253,384.0458,-41.7661,3.6178,0.8854,0.5727
2/15/24,BASEB25,Countermovement Jump,769.138,0.6333,229.3126,260.1614,0.762,129.6468,533.5844,-18.4698,-4.168,0.8311,-0.8456
2/13/24,BASEB25,Countermovement Jump,759.127,0.6623,216.3469,283.747,0.831,139.0155,618.0784,5.1151,3.5603,0.797,-4.6252
2/13/24,BASEB25,Countermovement Jump,760.938,0.6126,227.4625,260.9937,0.746,125.7062,434.4638,-42.7707,19.916,0.8212,-4.5177
2/8/24,BASEB25,Countermovement Jump,763.631,0.6415,217.4012,299.6212,0.823,144.513,594.397,5.5299,4.0799,0.7795,-2.8902
2/8/24,BASEB25,Countermovement Jump,763.063,0.6523,222.7382,288.967,0.782,147.8659,670.4558,-79.8671,-8.7332,0.8341,-4.9019
2/8/24,BASEB25,Countermovement Jump,763.582,0.656,228.7537,280.7819,0.783,139.8752,747.0056,-13.885,24.5683,0.8378,0.4444
2/6/24,BASEB25,Countermovement Jump,757.557,0.6437,215.9864,315.8838,0.818,149.6475,497.5203,-17.7501,-21.4943,0.7869,-5.3413
2/6/24,BASEB25,Countermovement Jump,755.833,0.6798,221.9004,305.3585,0.803,145.9014,401.5437,-7.2158,4.3075,0.8466,-4.487
2/6/24,BASEB25,Countermovement Jump,758.108,0.6628,226.8342,275.1587,0.767,138.8978,386.8842,-36.9247,-9.0044,0.8641,0.816
2/1/24,BASEB25,Countermovement Jump,757.123,0.6352,212.1376,285.8188,0.853,139.8624,599.1101,5.2028,0.2548,0.7446,-5.6257
2/1/24,BASEB25,Countermovement Jump,759.762,0.6392,227.7238,262.7138,0.758,129.651,453.2998,-58.885,5.884,0.8432,-2.8402
1/30/24,BASEB25,Countermovement Jump,757.007,0.6368,213.7232,275.8231,0.823,132.8861,467.499,-17.7734,-4.8699,0.7737,-4.9924
1/30/24,BASEB25,Countermovement Jump,757.083,0.6651,220.8017,278.1729,0.794,143.6492,507.342,15.8032,16.2886,0.8376,-2.6314
1/25/24,BASEB25,Countermovement Jump,765.845,0.631,213.0988,272.5095,0.812,142.2963,403.3453,-67.9508,0.1234,0.7771,-3.426
1/25/24,BASEB25,Countermovement Jump,764.61,0.6284,217.8725,264.9717,0.808,130.8332,514.3799,-59.4203,-1.2717,0.7777,-2.6627
1/23/24,BASEB25,Countermovement Jump,771.944,0.5868,210.6176,258.0498,0.835,140.0822,485.1388,-28.7583,19.6158,0.7027,-2.6645
1/23/24,BASEB25,Countermovement Jump,766.691,0.6269,219.4698,263.3395,0.77,137.3344,381.5096,-37.9829,-2.1788,0.8142,-1.3767
1/18/24,BASEB25,Countermovement Jump,759.4,0.5992,215.0131,280.748,0.795,135.7469,384.7775,-50.5818,11.8033,0.7537,-0.4572
1/16/24,BASEB25,Countermovement Jump,767.376,0.6343,213.2895,268.0563,0.824,141.9532,316.9242,-39.1447,33.4684,0.7697,-1.2715
1/16/24,BASEB25,Countermovement Jump,767.518,0.6377,224.617,269.8308,0.763,137.5031,422.2702,-44.7084,12.9537,0.8358,-2.6791
1/15/24,BASEB25,Countermovement Jump,771.22,0.6425,226.5015,299.2661,0.768,148.2189,488.1875,-29.668,7.4942,0.8366,-3.1433
1/15/24,BASEB25,Countermovement Jump,769.209,0.6449,231.0888,288.2182,0.752,141.0743,437.3324,-56.4804,-3.4484,0.8576,-0.2078
4/26/24,BASEB27,Countermovement Jump,892.224,0.4782,232.2358,265.068,0.645,139.5543,822.9996,-15.5931,-4.8998,0.7414,6.7495
4/23/24,BASEB27,Countermovement Jump,883.356,0.44,248.4343,300.1055,0.578,126.2584,606.3241,-2.5765,-10.8085,0.7613,5.5311
4/19/24,BASEB27,Countermovement Jump,902.349,0.4742,239.6192,273.5084,0.622,130.828,824.1822,3.1061,7.6507,0.7624,8.2589
4/19/24,BASEB27,Countermovement Jump,902.468,0.4151,233.2644,278.6802,0.687,127.0667,992.3898,5.4935,11.6663,0.6043,9.7413
4/16/24,BASEB27,Countermovement Jump,882.471,0.4689,243.0649,289.9812,0.611,128.9209,860.7648,-4.476,6.166,0.7674,5.2181
4/11/24,BASEB27,Countermovement Jump,888.086,0.4434,235.8387,277.0002,0.615,132.2478,917.7039,3.0675,-3.5829,0.721,9.0809
4/8/24,BASEB27,Countermovement Jump,883.451,0.5068,233.4794,265.3231,0.652,146.7921,783.4051,-9.8974,8.5209,0.7773,2.0201
4/4/24,BASEB27,Countermovement Jump,879.187,0.4781,241.7371,286.1735,0.605,135.9698,948.1487,-0.8877,20.8319,0.7903,5.8903
3/28/24,BASEB27,Countermovement Jump,886.704,0.4747,229.7883,268.297,0.673,133.2291,750.0812,-12.5846,-0.4742,0.7054,1.7674
3/28/24,BASEB27,Countermovement Jump,887.76,0.4543,219.1924,259.5296,0.722,119.561,735.5592,-2.9709,3.9128,0.6292,10.5716
3/26/24,BASEB27,Countermovement Jump,878.525,0.4799,241.6581,284.3402,0.609,125.6062,764.577,2.248,-7.0652,0.7881,9.0264
3/26/24,BASEB27,Countermovement Jump,878.777,0.4266,229.4037,280.0483,0.639,117.3145,804.7548,8.4559,24.5833,0.6676,4.2608
3/19/24,BASEB27,Countermovement Jump,882.815,0.3723,227.492,289.5284,0.699,106.4859,622.8938,-19.84,-10.414,0.5326,0.697
3/19/24,BASEB27,Countermovement Jump,882.616,0.431,234.0136,287.5543,0.705,112.6977,688.5214,3.2088,-11.6866,0.6114,-1.3931
3/14/24,BASEB27,Countermovement Jump,874.48,0.4629,230.9443,267.7019,0.64,137.2859,793.8432,-0.0576,1.5893,0.7233,0.313
3/14/24,BASEB27,Countermovement Jump,873.462,0.4679,225.4788,252.6727,0.681,130.1696,803.4694,-15.9305,-38.0651,0.687,9.1997
3/7/24,BASEB27,Countermovement Jump,885.596,0.5261,241.6194,282.0699,0.641,149.0948,840.2251,3.7764,0.6491,0.8208,0.5272
3/6/24,BASEB27,Countermovement Jump,882.645,0.5217,237.2524,277.1216,0.641,153.6442,855.4968,-0.9932,-11.315,0.8138,5.2345
2/29/24,BASEB27,Countermovement Jump,878.369,0.5308,243.8317,283.4799,0.629,146.7378,840.0797,-6.8437,-17.3014,0.8439,1.7489
2/13/24,BASEB27,Countermovement Jump,885.542,0.5209,234.7383,286.1524,0.655,158.011,699.5716,10.4116,29.4265,0.7953,-3.6546
2/13/24,BASEB27,Countermovement Jump,885.463,0.4977,241.3032,273.868,0.683,136.5103,834.9304,1.7719,4.3394,0.7287,0.2918
2/1/24,BASEB27,Countermovement Jump,914.257,0.5336,224.8497,280.2276,0.704,160.832,714.2412,-8.3308,-3.1539,0.7579,-2.0657
2/1/24,BASEB27,Countermovement Jump,914.104,0.5198,228.0474,278.6335,0.663,157.9596,919.3702,-5.5688,8.7334,0.7841,2.8676
1/30/24,BASEB27,Countermovement Jump,899.825,0.5191,230.5537,277.2761,0.675,156.0997,778.5958,-1.6272,13.0792,0.769,1.5537
1/30/24,BASEB27,Countermovement Jump,899.439,0.5222,222.5087,257.2715,0.719,150.7219,870.3203,-7.8947,-24.8415,0.7263,2.8406
1/25/24,BASEB27,Countermovement Jump,909.689,0.5223,225.947,272.4008,0.699,155.6274,1046.2916,0.5253,33.9574,0.7472,-1.0856
1/25/24,BASEB27,Countermovement Jump,909.954,0.5094,223.4141,264.9584,0.783,158.6256,859.2742,2.9288,25.6178,0.6506,0.1599
1/23/24,BASEB27,Countermovement Jump,893.839,0.5183,233.1968,268.9522,0.67,148.2012,739.0593,-11.2019,-39.7387,0.7736,1.4617
1/23/24,BASEB27,Countermovement Jump,892.383,0.53,229.7745,268.2705,0.699,151.5414,835.2916,6.0907,-1.4689,0.7582,2.4815
1/18/24,BASEB27,Countermovement Jump,900.474,0.5076,219.8342,258.8637,0.718,159.1669,782.8099,10.5972,31.5183,0.707,-1.7313
1/16/24,BASEB27,Countermovement Jump,894.899,0.5184,228.873,286.1775,0.694,159.4268,942.788,-7.6686,-15.9682,0.747,-5.8874
1/16/24,BASEB27,Countermovement Jump,894.959,0.521,220.0183,263.9227,0.718,163.7829,743.6095,8.55,36.787,0.7256,-2.9626
1/15/24,BASEB27,Countermovement Jump,901.161,0.5259,223.6863,271.6496,0.737,150.5733,822.7165,0.3777,12.6699,0.7136,-0.2233
1/15/24,BASEB27,Countermovement Jump,903.567,0.5223,217.7819,274.1357,0.735,166.5748,757.1104,4.1368,-3.7084,0.7106,-0.7716
4/26/24,BASEB28,Countermovement Jump,930.352,0.3772,212.5011,261.5139,0.753,130.4272,505.6151,20.1105,18.6173,0.5009,-5.5691
4/23/24,BASEB28,Countermovement Jump,921.019,0.3644,213.7325,258.9523,0.667,127.6277,513.1273,1.1426,-0.6285,0.5463,5.6775
4/19/24,BASEB28,Countermovement Jump,927.054,0.3793,209.0878,251.6574,0.757,131.581,488.7525,0.5959,9.6025,0.5011,1.855
4/16/24,BASEB28,Countermovement Jump,915.46,0.3738,220.4523,264.2387,0.743,123.6272,489.0438,4.2662,2.6724,0.5031,4.0904
4/11/24,BASEB28,Countermovement Jump,926.782,0.3664,209.5064,257.6658,0.721,135.1239,335.3539,-32.4324,14.0057,0.5082,-4.6766
